	Prbs		velocidad
0	40.000000	0.000000
1	40.000000	0.000000
2	40.000000	0.000000
3	40.000000	0.000000
4	40.000000	57.459041
5	40.000000	57.011551
6	40.000000	29.430554
7	40.000000	57.197155
8	40.000000	57.091831
9	40.000000	38.675652
10	40.000000	28.967946
11	40.000000	38.523007
12	40.000000	39.036571
13	40.000000	56.863932
14	40.000000	37.602325
15	40.000000	38.918392
16	40.000000	39.025010
17	40.000000	39.001908
18	40.000000	29.742779
19	40.000000	38.726803
20	40.000000	57.172338
21	40.000000	39.245851
22	40.000000	38.749580
23	40.000000	38.858138
24	40.000000	39.531372
25	40.000000	39.540269
26	40.000000	39.077090
27	40.000000	57.172338
28	40.000000	39.478075
29	40.000000	39.158379
30	40.000000	39.074193
31	40.000000	39.088682
32	40.000000	39.013456
33	40.000000	39.219569
34	40.000000	38.929890
35	40.000000	57.098016
36	40.000000	39.158379
37	40.000000	39.280950
38	40.000000	39.135119
39	40.000000	39.135119
40	40.000000	39.062609
41	40.000000	39.283878
42	40.000000	29.742779
43	40.000000	39.161289
44	40.000000	39.566983
45	40.000000	39.257544
46	40.000000	39.062609
47	40.000000	38.570932
48	40.000000	29.604122
49	40.000000	39.184580
50	40.000000	39.677190
51	40.000000	38.990367
52	40.000000	39.161289
53	40.000000	38.310204
54	40.000000	39.111887
55	40.000000	38.675652
56	40.000000	29.306188
57	40.000000	29.707574
58	40.000000	29.381336
59	40.000000	38.918392
60	40.000000	29.471695
61	40.000000	29.387889
62	40.000000	38.749580
63	40.000000	38.964426
64	40.000000	38.952907
65	40.000000	38.987483
66	40.000000	38.723957
67	40.000000	39.059714
68	40.000000	39.342523
69	40.000000	39.172931
70	40.000000	38.941395
71	40.000000	38.616147
72	40.000000	39.280950
73	40.000000	38.952907
74	40.000000	57.017718
75	40.000000	39.158379
76	40.000000	39.245851
77	40.000000	39.088682
78	40.000000	39.062609
79	40.000000	39.566983
80	40.000000	57.253072
81	40.000000	39.531372
82	40.000000	39.719049
83	40.000000	39.085783
84	40.000000	39.442624
85	40.000000	39.085783
86	40.000000	39.077090
87	40.000000	38.786650
88	40.000000	39.135119
89	40.000000	39.074193
90	40.000000	39.062609
