	Prbs		velocidad
0	40.000000	0.000000
1	40.000000	0.000000
2	40.000000	0.000000
3	40.000000	3.408181
4	40.000000	59.779039
5	40.000000	39.728031
6	40.000000	30.149399
7	40.000000	29.855658
8	40.000000	39.956924
9	40.000000	39.728031
10	40.000000	39.062609
11	40.000000	39.085783
12	40.000000	39.854199
13	40.000000	39.755000
14	40.000000	36.204958
15	40.000000	35.913858
16	40.000000	36.307211
17	40.000000	52.707179
18	40.000000	36.058821
19	40.000000	35.904073
20	40.000000	36.627643
21	40.000000	36.564120
22	40.000000	36.297210
23	40.000000	52.206001
24	40.000000	36.958964
25	40.000000	40.032795
26	40.000000	37.146507
27	40.000000	40.432018
28	40.000000	57.805636
29	40.000000	30.199495
30	40.000000	39.677190
31	40.000000	39.830105
32	40.000000	39.791015
33	40.000000	56.656109
34	40.000000	52.144023
35	40.000000	39.791015
36	40.000000	36.162730
37	40.000000	38.254593
38	40.000000	39.920608
39	40.000000	39.881340
40	40.000000	40.060180
41	40.000000	39.680177
42	40.000000	39.680177
43	40.000000	39.794019
44	40.000000	39.869273
45	40.000000	40.537747
46	40.000000	39.492866
47	40.000000	38.287940
48	40.000000	39.791015
49	40.000000	39.827096
50	40.000000	39.016344
51	40.000000	39.543235
52	40.000000	39.146746
53	40.000000	39.617542
54	40.000000	39.830105
55	40.000000	38.749580
56	40.000000	39.641380
57	40.000000	37.167462
58	40.000000	38.463970
59	40.000000	39.555106
60	40.000000	37.420787
61	40.000000	37.156982
62	40.000000	30.142502
63	40.000000	39.803035
64	40.000000	39.869273
65	40.000000	38.044737
66	40.000000	39.504706
67	40.000000	39.366031
68	40.000000	36.309712
69	40.000000	39.319044
70	40.000000	39.231246
71	40.000000	39.590760
72	40.000000	39.419025
73	40.000000	39.629458
74	40.000000	39.740012
75	40.000000	39.728031
76	40.000000	39.719049
77	40.000000	39.791015
78	40.000000	39.731026
79	40.000000	39.629458
80	40.000000	54.141940
81	40.000000	39.944811
82	40.000000	39.794019
83	40.000000	39.680177
84	40.000000	39.653309
85	40.000000	39.752001
86	40.000000	40.249850
87	40.000000	38.511748
88	40.000000	39.593734
89	40.000000	37.897022
90	40.000000	38.113514
